site,date,observerEnc,encounterType,speciesEnc,bandNumber,colorCombo,age,sex,breedingCond,fat,mass,wing,tl,tarsus,notesEnc,timeEnc
ONTAHOUDC1,2013-06-08,NA,Band,NOMO,1342-74092,"R/G,A",AHY,F,NA,NA,47.7,110,NA,30.97,"yearColumn = 2013, Banded 6/8/2013 -",NA
ONTAHOUDC1,2013-06-08,NA,Recap,NOMO,1272-42414,"O,A/Y",AHY,M,NA,NA,51.3,NA,NA,NA,"yearColumn = 2012, captured 7/11/2012; yearColumn = 2013, recaptured 6/8/2013 -",NA
ONTAHOUDC1,2014-06-26,NA,Band,GRCA,2421-11984,"W/A,PK",ASY,M,NA,NA,37,NA,97,NA,"yearColumn = 2014, banded June 26 -",NA
ONTAHOUDC1,2014-06-26,NA,Band,SOSP,2441-13858,"A/O,P",AHY,M,NA,NA,23.9,NA,65,NA,"yearColumn = 2014, banded June 26 -",NA
ONTAHOUDC1,2014-06-26,NA,Band,GRCA,2421-11985,"PU/PU,W/A",AHY,F,NA,NA,40.7,NA,90,NA,"yearColumn = 2014, banded June 26 -",NA
ONTAHOUDC1,2014-06-26,NA,Band,GRCA,2421-11983,"BU/Y,G/A",AHY,F,NA,NA,44,NA,95,NA,"yearColumn = 2014, banded 6/26/2014; yearColumn = 2015, Resighted 6/16/2015. -",NA
ONTAHOUDC1,2015-06-16,NA,Band,AMRO,1272-42488,"A/PK,BU",AHY,M,NA,NA,71.4,132,NA,32.38,"yearColumn = 2015, Banded 6/16/2015. -",NA
ONTAHOUDC1,2015-06-16,NA,Band,GRCA,2421-11364,"A,PK/Y",AHY,M,NA,NA,43.4,90,NA,28.19,"yearColumn = 2015, Banded 6/16/2015 -",NA
ONTAHOUDC1,2015-06-16,NA,Band,GRCA,2421-11365,"A,Y/O",AHY,U,NA,NA,35.3,95,NA,27.47,"yearColumn = 2015, Banded 6/16/2015. -",NA
ONTAHOUDC1,2015-06-16,NA,Band,NOCA,2421-11366,"A,PK/PK",AHY,M,NA,NA,49.2,96,NA,25.12,"yearColumn = 2015, Banded 6/16/2015 -",NA
ONTAHOUDC1,2015-06-16,NA,Band,GRCA,2421-11367,"A,O/G",AHY,U,NA,NA,35.5,94,NA,27.06,"yearColumn = 2015, Banded 6/16/2015. -",NA
ONTAHOUDC1,2015-06-16,NA,Band,SOSP,2661-31873,"A,W/O",AHY,F,NA,NA,21.9,61,NA,21.35,"yearColumn = 2015, Banded 6/16/2015. -",NA
ONTAHOUDC1,2015-06-16,NA,Recap,GRCA,2561-44929,"BK,A/BK",AHY,M,NA,NA,28,NA,NA,NA,"yearColumn = 2012, captured 7/11/2012; yearColumn = 2014, resighted by BD on June 26; yearColumn = 2015, Recaptured 6/16/2015 -",NA
ONTAHOUDC1,2016-07-12,"KJW,MAR",Band,AMRO,1352-46241,"A,W/O",AHY,F,BP,0.5,75.2,125,98,31.65,NA,07:58
ONTAHOUDC1,2016-07-12,"KJW,MAR",Recap,SOSP,2441-13858,"A/O,P",AHY,M,CP,0.5,23.3,66,68,21.51,Purple band was missing - replaced.,08:03
ONTAHOUDC1,2016-07-12,"KJW,MAR",Band,GRCA,2651-47582,"R,PK/A",AHY,F,BP,0,33.9,87,95,27.1,NA,08:29
ONTAHOUDC1,2016-07-12,"KJW,MAR",Band,NOMO,1352-46242,"G/Y,A",AHY,UNK,NA,0.5,46.4,112,123,32.9,NA,08:42
ONTAHOUDC1,2016-07-12,"KJW,MAR",Band,NOCA,2651-47583,"BU,Y/A",AHY,M,NA,1,42.2,94,102,24.5,NA,09:01
CAMPGLOMD1,2003-06-09,NA,Band,HOWR,1821-63311,"BU/R,A",AHY,F,NA,NA,11.6,50,NA,17.11,"yearColumn = 2003, banded June 9 -",NA
CAMPGLOMD1,2003-06-09,NA,Band,GRCA,1801-77817,"BK/BU,A",AHY,M,NA,NA,35.2,96,NA,27.81,"yearColumn = 2003, banded 9 June -",NA
CAMPGLOMD1,2003-06-09,NA,Band,HOWR,1821-63312,"O/P,A",AHY,F,NA,NA,10.1,49,NA,17.42,"yearColumn = 2003, banded 9 June -",NA
CAMPGLOMD1,2003-06-09,NA,Band,GRCA,1801-77818,"A,BK/P",AHY,F,NA,NA,32.7,90,NA,26.9,"yearColumn = 2003, banded 9 June -",NA
CAMPGLOMD1,2003-06-09,NA,Band,HOWR,1821-63313,"BK,A/O",AHY,U,NA,NA,11.2,49,NA,17.2,"yearColumn = 2003, banded 9 June -",NA
CAMPGLOMD1,2004-06-08,NA,Band,HOWR,2370-05553,"R,BU/A",AHY,F,NA,NA,11.2,51,NA,17.39,"yearColumn = 2004, banded 8 June -",NA
CAMPGLOMD1,2004-06-08,NA,Band,AMRO,742-29796,"Y/A,-",AHY,F,NA,NA,77.7,125,NA,33.9,"yearColumn = 2004, banded 8 June -",NA
CAMPGLOMD1,2005-07-12,NA,Band,HOWR,2370-05686,"A/R,W",AHY,M,NA,NA,10.7,51,NA,19.63,"yearColumn = 2005, banded 12 July -",NA
CAMPGLOMD1,2005-07-12,NA,Band,CACH,2370-05687,"BU,Y/A",AHY,F,NA,NA,NA,59,NA,16.09,"yearColumn = 2005, banded 12 July -",NA
CAMPGLOMD1,2005-07-12,NA,Band,CACH,2370-05688,"BK,R/A",HY,U,NA,NA,9.1,63,NA,16.91,"yearColumn = 2005, banded 12 July -",NA
CAMPGLOMD1,2007-06-05,NA,Band,AMRO,1232-87901,"G,A/P",HY,U,NA,NA,76.4,115,NA,33.52,"yearColumn = 2007, Banded 5 June -",NA
CAMPGLOMD1,2007-06-05,NA,Band,CACH,2460-22902,"A,BK/BK",AHY,U,NA,NA,10,61,NA,15.1,"yearColumn = 2007, Banded 5 June; yearColumn = 2008, resighted 6/9/08 -",NA
CAMPGLOMD1,2008-06-09,NA,Band,HOWR,2540-62811,"W,A/Y",AHY,M,NA,NA,11.6,49,NA,15.98,"yearColumn = 2008, banded_6/9/08 -",NA
CAMPGLOMD1,2008-06-09,NA,Band,NOCA,2301-56612,"W,BK/A",AHY,F,NA,NA,43.4,89,NA,24.49,"yearColumn = 2008, banded_6/9/08 -",NA
CAMPGLOMD1,2008-06-09,NA,Band,AMRO,742-29432,"BK/A,BK",AHY,M,NA,NA,71,130,NA,33.39,"yearColumn = 2008, banded_6/9/08 -",NA
CAMPGLOMD1,2008-06-09,NA,Band,NOCA,2301-56611,"A,PU/O",AHY,F,NA,NA,42.7,49,NA,24.85,"yearColumn = 2008, banded 6/9/08, resighted by participant 11/24/08; yearColumn = 2009, resighted by participant 2/19/09 - 4/23/09; yearColumn = 2011, resighted by participant 22 April and 17 Feb 2012; yearColumn = 2012, resighted by participant 1 March and in August;Recaptured 6/6/2012; ; yearColumn = 2013, resight 7/1/13 -",NA
CAMPGLOMD1,2008-06-09,NA,Band,CARW,2281-69466,"R/A,P",AHY,M,NA,NA,22.6,60,NA,21.32,"yearColumn = 2008, banded_6/9/08, resighted by participant 10/27/08; yearColumn = 2009, recap 5/12/09 resighted by participant in 1/11/09 -4/23/09; yearColumn = 2010, resighted by participant 1/31/10 and 2/14/10 -",NA
CAMPGLOMD1,2008-06-09,NA,Band,CARW,2281-69468,"G,A/R",AHY,F,NA,NA,17.5,58,NA,21.1,"yearColumn = 2008, banded_6/9/08; resighted by participant 9/20/08; yearColumn = 2009, resighted by participant 1/24/09-10/22/09 -",NA
CAMPGLOMD1,2009-05-12,NA,Recap,CARW,2281-69466,"R/A,P",NA,NA,NA,NA,NA,NA,NA,NA,"yearColumn = 2008, banded_6/9/08, resighted by participant 10/27/08; yearColumn = 2009, recap 5/12/09 resighted by participant in 1/11/09 -4/23/09; yearColumn = 2010, resighted by participant 1/31/10 and 2/14/10 ",NA
CAMPGLOMD1,2009-05-12,NA,Band,NOCA,2301-56502,"BU,G/A",AHY,M,NA,NA,43,99,NA,25.75,"yearColumn = 2009, .banded 5/12/09 -",NA
CAMPGLOMD1,2009-05-12,NA,Band,GRCA,2301-56510,"A/PK,BK",AHY,M,NA,NA,35,92,NA,28.04,"yearColumn = 2009, banded 5/12/09 -",NA
CAMPGLOMD1,2009-05-12,NA,Band,CACH,2540-62888,"PU/PU,A",AHY,M,NA,NA,10,60.5,NA,14.98,"yearColumn = 2009, banded 5/12/09.; yearColumn = 2010, recaptured 5/21/10; yearColumn = 2011, resighted by participant 20 April, 22 August; yearColumn = 2012, Recaptured 6/6/2012; yearColumn = 2013, Resighted 4/14/2013 -",NA
CAMPGLOMD1,2010-05-21,NA,Band,SOSP,2441-14059,"BK,A/O",AHY,M,NA,NA,22.3,65,NA,22.48,"yearColumn = 2010, banded 5/21/10 -",NA
CAMPGLOMD1,2010-05-21,NA,Band,HOWR,2590-82589,"Y,BU/A",HY,U,NA,NA,11.5,48,NA,17.4,"yearColumn = 2010, banded 5/21/10 -",NA
CAMPGLOMD1,2010-05-21,NA,Band,HOWR,2590-82590,"W/A,P",AHY,F,NA,NA,12.7,49,NA,16.59,"yearColumn = 2010, banded 5/21/10 -",NA
CAMPGLOMD1,2010-05-21,NA,Band,CARW,2441-14060,"A/G,BK",AHY,U,NA,NA,22.3,60,NA,22.37,"yearColumn = 2010, banded 5/21/10 -",NA
CAMPGLOMD1,2010-05-21,NA,Band,NOCA,2301-56982,"A,O/Y",AHY,M,NA,NA,44.7,96,NA,24.68,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant March, 6 April; yearColumn = 2012, resighted by participant March 11, 21 JUne20 August, 8 Sept; yearColumn = 2013, resighted by participant 20 April, by staff 7/1/13 -",NA
CAMPGLOMD1,2010-05-21,NA,Band,NOCA,2301-56983,"Y,BK/A",AHY,M,NA,NA,41.7,92,NA,24.36,"yearColumn = 2010, banded 5/21/10; yearColumn = 2011, resighted by participant 11 April; yearColumn = 2012, resighted by participant July -",NA
CAMPGLOMD1,2010-05-21,NA,Band,NOCA,2301-56984,"A,W/BU",AHY,M,NA,NA,44.7,96.5,NA,25.21,"yearColumn = 2010, banded 5/21/10; yearColumn = 2013, resighted by particpant 26 June -",NA
CAMPGLOMD1,2010-05-21,NA,Recap,CACH,2540-62888,"PU/PU,A",AHY,M,NA,NA,10,NA,NA,NA,"yearColumn = 2009, banded 5/12/09.; yearColumn = 2010, recaptured 5/21/10; yearColumn = 2011, resighted by participant 20 April, 22 August; yearColumn = 2012, Recaptured 6/6/2012; yearColumn = 2013, Resighted 4/14/2013 -",NA
CAMPGLOMD1,2012-06-06,NA,Recap,NOCA,2301-56611,"A,PU/O",AHY,F,NA,NA,43.5,NA,NA,NA,"yearColumn = 2008, banded 6/9/08, resighted by participant 11/24/08; yearColumn = 2009, resighted by participant 2/19/09 - 4/23/09; yearColumn = 2011, resighted by participant 22 April and 17 Feb 2012; yearColumn = 2012, resighted by participant 1 March and in August;Recaptured 6/6/2012; ; yearColumn = 2013, resight 7/1/13 -",NA
CAMPGLOMD1,2012-06-06,NA,Band,AMRO,1292-64280,"PK/W,A",AHY,F,NA,NA,79.8,124,NA,30.91,"yearColumn = 2012, Banded 6/6/2012 -",NA
CAMPGLOMD1,2012-06-06,NA,Band,NOCA,2421-34628,"A/R,BU",AHY,M,NA,NA,42.3,93,NA,23.38,"yearColumn = 2012, Banded 6/6/2012 -",NA
CAMPGLOMD1,2012-06-06,NA,Band,CARW,2441-14166,"O/A,O",AHY,F,NA,NA,18.3,61,NA,21.72,"yearColumn = 2012, Banded 6/6/2012 -",NA
CAMPGLOMD1,2012-06-06,NA,Band,NOCA,2421-34629,"G/BU,A",AHY,F,NA,NA,43.1,93,NA,22.64,"yearColumn = 2012, Banded 6/6/2012 -",NA
CAMPGLOMD1,2012-06-06,NA,Band,NOCA,2421-34630,"Y/A,BK",HY,U,NA,NA,39.6,83,NA,23.85,"yearColumn = 2012, Banded 6/6/2012 -",NA
CAMPGLOMD1,2012-06-06,NA,Band,AMRO,1292-64281,"Y/G,A",HY,U,NA,NA,70.1,116,NA,31.95,"yearColumn = 2012, Banded 6/6/2012 -",NA
CAMPGLOMD1,2012-06-06,NA,Recap,CACH,2540-62888,"PU/PU,A",AHY,M,NA,NA,10.2,NA,NA,NA,"yearColumn = 2009, banded 5/12/09.; yearColumn = 2010, recaptured 5/21/10; yearColumn = 2011, resighted by participant 20 April, 22 August; yearColumn = 2012, Recaptured 6/6/2012; yearColumn = 2013, Resighted 4/14/2013 -",NA
CAMPGLOMD1,2013-05-13,NA,Band,CACH,2710-25921,"A,Y/R",ASY,M,NA,NA,9.7,64.75,NA,15.35,"yearColumn = 2013, Banded 5/13/2013 -",NA
CAMPGLOMD1,2013-05-19,NA,Band,CACH,2710-25937,"G,BK/A",SY,F,NA,NA,9.3,60.25,NA,15.51,"yearColumn = 2013, banded 5/19 -",NA
CAMPGLOMD1,2013-07-01,NA,Band,CARW,2661-31512,"A,W/Y",AHY,M,NA,NA,21.8,61,NA,22.53,"yearColumn = 2013, banded 7/1/13 -",NA
CAMPGLOMD1,2013-07-01,NA,Band,CARW,2661-31513,"A/BU,BK",ASY,F,NA,NA,18.8,55,NA,20.22,"yearColumn = 2013, banded 7/1/13 -",NA
CAMPGLOMD1,2013-07-01,NA,Band,CACH,2660-75749,"A/G,R",AHY,F,NA,NA,9.8,58,NA,15.32,"yearColumn = 2013, banded 7/1/13 -",NA
CAMPGLOMD1,2013-07-01,NA,Band,NOCA,2531-74563,"R/PK,A",HY,M,NA,NA,44.3,90,NA,23.95,"yearColumn = 2013, banded 7/1/13 -",NA
CAMPGLOMD1,2014-06-26,NA,Band,GRCA,2641-63785,"-,A/PU",AHY,F,NA,NA,41,91,NA,27.56,"yearColumn = 2014, banded 6/26/2014 -",NA
CAMPGLOMD1,2014-06-26,NA,Band,AMRO,1352-46213,"PK,Y/A",AHY,M,NA,NA,75.3,127,NA,33.34,"yearColumn = 2014, banded 6/26/2014 -",NA
CAMPGLOMD1,2014-06-26,NA,Band,SOSP,2571-90096,"A,G/PK",AHY,F,NA,NA,17.4,60,NA,20.86,"yearColumn = 2014, banded 6/26/2014 -",NA
CAMPGLOMD1,2014-06-26,NA,Band,CACH,2690-95971,"A,R/R",AHY,F,NA,NA,8.4,67,NA,15.17,"yearColumn = 2014, banded 6/26/2014 -",NA
CAMPGLOMD1,2014-06-26,NA,Band,NOCA,2641-63786,"W/A,PK",AHY,M,NA,NA,40.4,90,NA,24.6,"yearColumn = 2014, banded 6/26/2014 -",NA
CAMPGLOMD1,2014-06-26,NA,Band,SOSP,2571-90064,"A,R/Y",AHY,M,NA,NA,19.3,64,NA,21.63,"yearColumn = 2014, banded 6/26/2014 -",NA
CAMPGLOMD1,2014-06-26,NA,Band,CARW,2571-90065,"W,W/A",AHY,M,NA,NA,20.4,57,NA,21.98,"yearColumn = 2014, banded 6/26/2014 -",NA
CAMPGLOMD1,2015-05-12,NA,Band,CACH,2690-95995,"R/A,W",ASY,M,NA,NA,9.39,61,NA,15.63,"yearColumn = 2015, Banded on 5/12/15 -",NA
CAMPGLOMD1,2015-07-01,NA,Band,NOCA,2531-74532,"O,A/Y",HY,U,NA,NA,37.8,90,NA,24.59,"yearColumn = 2015, Banded on 7/1/15 by DME -",NA
CAMPGLOMD1,2016-07-14,JLM,Recap,CACH,2540-62888,"P/P,A",ASY,M,NA,1,9.8,60,55,NA,Molting R1 and R2,08:05
CAMPGLOMD1,2016-07-14,JLM,Band,CARW,2741-54643,"A/G,R",AHY,UNK,NA,0,21.7,61,53,NA,Tail feather taken,08:30
CAMPGLOMD1,2016-07-14,JLM,Band,HOWR,2750-64366,"A/O,G",AHY,M,CP,0,11.6,51,45,NA,Tail feather taken,08:48
CAMPGLOMD1,2016-07-14,JLM,Band,NOCA,2651-51860,"BU/BU,A",HY,UNK,NA,0.5,39.7,88,98,NA,Tail feather taken,09:13
CAMPGLOMD1,2016-07-14,JLM,Band,GRCA,2651-51861,"R/BK,O/A",ASY,UNK,NA,0,22.4,86,95,NA,Tail feather taken,09:48
MCDOELIVA1,2007-07-12,NA,Band,CARW,2281-69444,"O/P,A",U,U,NA,NA,18.2,62,NA,22.6,"yearColumn = 2007, Banded 12 July -",NA
MCDOELIVA1,2007-07-12,NA,Band,GRCA,1991-21142,"R/A,R",AHY,M,NA,NA,33.8,94,NA,27.7,"yearColumn = 2007, Banded 12 July; yearColumn = 2010, recaptured 7/17/10 -",NA
MCDOELIVA1,2007-07-12,NA,Band,NOMO,1232-88302,"R/Y,A",AHY,M,NA,NA,48.4,113,NA,32.2,"yearColumn = 2007, Banded 12 July; yearColumn = 2008, resighted by participant 2 april; yearColumn = 2009, resighted by AJR 7/29/09; yearColumn = 2010, resighted by participant 27 March, resighted 7/17/10; yearColumn = 2012, resighted by kam 6/4/2012; yearColumn = 2013, resighted by LF 6/16/2013 -",NA
MCDOELIVA1,2008-06-29,NA,Band,GRCA,2301-56553,"O/A,BK/O",AHY,M,NA,NA,NA,90,NA,27.56,"yearColumn = 2008, Banded June 30 -",NA
MCDOELIVA1,2008-06-29,NA,Band,GRCA,2301-56552,"O/A,BK/R",HY,U,NA,NA,35.5,88,NA,28.06,"yearColumn = 2008, Banded June 29 -",NA
MCDOELIVA1,2008-06-29,NA,Band,CARW,2341-29315,"O/Y,A",AHY,M,NA,NA,21.1,60,NA,22.64,"yearColumn = 2008, Banded June 29 -",NA
MCDOELIVA1,2008-06-29,NA,Band,GRCA,2301-56551,"O/A,BK/P",AHY,F,NA,NA,36.5,86,NA,26.63,"yearColumn = 2008, Banded June 29 -",NA
MCDOELIVA1,2008-06-29,NA,Band,SOSP,2341-29316,"BU/A,Y",AHY,M,NA,NA,20.1,65,NA,20.64,"yearColumn = 2008, Banded June 29; yearColumn = 2010, resighted by particpant 8 April, recaptured 7/17/10 -",NA
MCDOELIVA1,2009-06-16,NA,Band,GRCA,2411-37282,"P,A/BU",AHY,M,NA,NA,34.7,90,NA,28.03,"yearColumn = 2009, banded 6/16/2009 -",NA
MCDOELIVA1,2010-07-17,NA,Recap,SOSP,2341-29316,"BU/A,Y",AHY,M,NA,NA,20,NA,NA,NA,"yearColumn = 2008, Banded June 29; yearColumn = 2010, resighted by particpant 8 April, recaptured 7/17/10 -",NA
MCDOELIVA1,2010-07-17,NA,Band,HOWR,2590-83030,"BK/R,A",AHY,M,NA,NA,9.7,50,NA,16.52,"yearColumn = 2010, banded 7/17/10 -",NA
MCDOELIVA1,2010-07-17,NA,Band,CARW,2341-29375,"PK/A,P",HY,U,NA,NA,19.9,57,NA,21.97,"yearColumn = 2010, banded 7/17/10 -",NA
MCDOELIVA1,2010-07-17,NA,Band,CARW,2341-29376,"BK/BU,A",HY,U,NA,NA,20.1,60,NA,22.51,"yearColumn = 2010, banded 7/17/10 -",NA
MCDOELIVA1,2010-07-17,NA,Band,AMRO,1292-64267,"W/A,PK",AHY,M,NA,NA,72.9,127,NA,34.9,"yearColumn = 2010, banded 7/17/10 -",NA
MCDOELIVA1,2010-07-17,NA,Band,NOCA,2421-11472,"A/O,Y",AHY,M,NA,NA,42.5,93.5,NA,24.99,"yearColumn = 2010, banded 7/17/10; yearColumn = 2012, resighted 6/4/12 -",NA
MCDOELIVA1,2010-07-17,NA,Recap,GRCA,1991-21142,"R/A,R",AHY,M,NA,NA,35.8,NA,NA,NA,"yearColumn = 2007, Banded 12 July; yearColumn = 2010, recaptured 7/17/10 -",NA
MCDOELIVA1,2012-06-04,NA,Band,GRCA,2561-44904,"A/Y,-",AHY,U,NA,NA,39.6,88,NA,NA,"yearColumn = 2012, captured 6/4/2012 -",NA
MCDOELIVA1,2012-06-04,NA,Band,AMRO,1272-42411,"W/PU,A",AHY,M,NA,NA,74.9,129,NA,33.91,"yearColumn = 2012, captured 6/4/2012 -",NA
MCDOELIVA1,2012-06-04,NA,Band,AMRO,1272-42412,"PK/BK,A",AHY,U,NA,NA,70.3,125,NA,34.4,"yearColumn = 2012, captured 6/4/2012 -",NA
MCDOELIVA1,2012-06-04,NA,Band,GRCA,2561-44905,"G/A,BU",AHY,M,NA,NA,31.3,87,NA,26.72,"yearColumn = 2012, captured 6/4/2012; yearColumn = 2013, recaptured 6/16/2013 -",NA
MCDOELIVA1,2013-06-16,NA,Band,AMRO,1342-74089,"G/Y,A",SY,M,NA,NA,77.5,131,NA,33.25,"yearColumn = 2013, banded 6/16/2013 -",NA
MCDOELIVA1,2013-06-16,NA,Recap,GRCA,2561-44905,"G/A,BU",AHY,M,NA,NA,32.8,NA,NA,NA,"yearColumn = 2012, captured 6/4/2012; yearColumn = 2013, recaptured 6/16/2013 -",NA
MCDOELIVA1,2014-07-02,NA,Band,SOSP,2441-13866,"P/W,A",AHY,F,NA,NA,NA,NA,62,NA,"yearColumn = 2014, banded July 2 -",NA
MCDOELIVA1,2014-07-02,NA,Band,GRCA,2421-11996,"P,G/A",AHY,M,NA,NA,37,NA,92,NA,"yearColumn = 2014, banded July 2 -",NA
MCDOELIVA1,2014-07-02,NA,Band,SOSP,2441-13867,"G/A,P",AHY,U,NA,NA,21.9,NA,70,NA,"yearColumn = 2014, banded July 2 -",NA
MCDOELIVA1,2014-07-02,NA,Band,CARW,2441-13868,"G,Y/A",AHY,U,NA,NA,21.1,NA,49,NA,"yearColumn = 2014, banded July 2 -",NA
MCDOELIVA1,2014-07-02,NA,Band,CARW,2441-13869,"BK/Y,A",AHY,F,NA,NA,14.7,NA,48,NA,"yearColumn = 2014, banded July 2 -",NA
MCDOELIVA1,2014-07-02,NA,Band,GRCA,2421-11997,"PK,A/R",AHY,F,NA,NA,46.6,NA,86,NA,"yearColumn = 2014, banded July 2 -",NA
MCDOELIVA1,2015-06-16,NA,Band,GRCA,2651-47520,"R,G/A",ASY,M,NA,NA,36.1,87,NA,26.91,"yearColumn = 2015, Banded on 6/16/15 by DME -",NA
MCDOELIVA1,2015-06-16,NA,Band,AMRO,1342-72981,"A,O/O",AHY,F,NA,NA,80.4,127,NA,32.19,"yearColumn = 2015, Banded on 6/16/15 by DME -",NA
MCDOELIVA1,2015-06-16,NA,Band,SOSP,2661-31565,"O,A/G",AHY,M,NA,NA,21.4,66,NA,21.52,"yearColumn = 2015, Banded on 6/16/15 by DME -",NA
MCDOELIVA1,2015-06-16,NA,Band,CACH,2730-26402,"G,A/BU",HY,U,NA,NA,9.7,59,NA,15.05,"yearColumn = 2015, Banded on 6/16/15 by DME -",NA
MCDOELIVA1,2015-06-16,NA,Band,HOWR,2730-26403,"Y/A,BU",AHY,M,NA,NA,11,54,NA,16.71,"yearColumn = 2015, Banded on 6/16/15 by DME -",NA
MCDOELIVA1,2015-06-16,NA,Band,CARW,2661-31566,"W/A,PU",HY,U,NA,NA,22.2,59,NA,21.16,"yearColumn = 2015, Banded on 6/16/15 by DME -",NA
MCDOELIVA1,2015-06-16,NA,Band,GRCA,2651-47521,"A/BK,O",ASY,M,NA,NA,36.4,91.5,NA,27.28,"yearColumn = 2015, Banded on 6/16/15 by DME -",NA
MCDOELIVA1,2016-07-15,KPK,Band,NOCA,2641-96984,"G,A/BU",AHY,F,BP,2,46.2,93,96,NA,Tail feather taken; egg in ovaduct ,08:12
MCDOELIVA1,2016-07-15,KPK,Recap,SOSP,2661-31565,"O,A/G",ASY,M,CP,0,22.1,66,67,NA,Tail feather taken,08:20
MCDOELIVA1,2016-07-15,KPK,Band,HOWR,2750-41542,"P,A/G",AHY,M,CP,0,10.3,49,41,NA,Tail feather taken,08:36
MCDOELIVA1,2016-07-15,KPK,Band,GRCA,2641-96985,"W,A/W",AHY,F,BP,0,32.7,88,91,NA,Tail feather taken,08:52
MCDOELIVA1,2016-07-15,KPK,Band,CARW,2711-77157,"A,G/BU",HY,UNK,NA,0,19.1,58,48,NA,Tail feather taken,09:11
MCDOELIVA1,2016-07-15,KPK,Band,CARW,2711-77158,"A,O/R",HY,UNK,NA,0,20,58,49,NA,Tail feather taken,09:37
MCDOELIVA1,2016-07-15,KPK,Band,SOSP,2711-77159,"PK,A/R",AHY,F,BP,0.5,20.8,61,60,NA,Tail feather taken,10:38
MCDOELIVA1,2016-07-15,KPK,Band,NOMO,1352-46145,"A,O/R",ASY,M,CP,0,46.9,110,118,NA,NA,10:49
ROHRSALMD1,2000-06-13,NA,Band,CACH,1920-85916,"A/BU,W",U,F,NA,NA,9.4,65,51,16.98,"yearColumn = 2000, banded 13 June; yearColumn = 2001, resighted 8 May; yearColumn = 2003, resighted 7 March -",NA
ROHRSALMD1,2001-05-08,NA,Band,GRCA,791-17032,"A,R/Y",ASY,M,NA,NA,37.4,93.5,101,28.27,"yearColumn = 2001, banded 8 May; yearColumn = 2002, resighted 15 July; yearColumn = 2005, resighted by participant 7 July -",NA
ROHRSALMD1,2001-05-08,NA,Band,GRCA,791-17033,"W/BU,A",ASY,M,NA,NA,37.2,91,99,28.17,"yearColumn = 2001, banded 8 May; yearColumn = 2003, resight 30 April, recap 11 June -",NA
ROHRSALMD1,2001-05-15,NA,Band,CARW,1141-05796,"BK/A,G",AHY,M,NA,NA,22,60,46,23.07,"yearColumn = 2001, banded 15 May; yearColumn = 2002, resighted March -",NA
ROHRSALMD1,2001-05-15,NA,Band,NOCA,791-17046,"A,P/R",AHY,F,NA,NA,47.8,93,94.5,23.72,"yearColumn = 2001, banded 15 May; yearColumn = 2002, resighted late March -",NA
ROHRSALMD1,2003-06-11,NA,Recap,GRCA,791-17033,"W/BU,A",ASY,M,NA,NA,36.4,NA,NA,NA,"yearColumn = 2001, banded 8 May; yearColumn = 2003, resight 30 April, recap 11 June -",NA
ROHRSALMD1,2004-05-17,NA,Band,CACH,2350-07895,"A/R,O",AHY,M,NA,NA,10.5,61.5,NA,17.42,"yearColumn = 2004, banded; yearColumn = 2007, found dead by participant in spring  -",NA
ROHRSALMD1,2004-07-02,NA,Band,AMRO,962-47921,"Y/W,A",AHY,F,NA,NA,71.5,125.5,NA,31.78,"yearColumn = 2004, banded; yearColumn = 2005, RECAPTURED JULY 1 -",NA
ROHRSALMD1,2004-07-02,NA,Band,CARW,1901-20588,"A,BU/P",AHY,F,NA,NA,19.5,61,NA,21.38,"yearColumn = 2004, banded; yearColumn = 2005, recaptured -",NA
ROHRSALMD1,2005-03-15,NA,Recap,CARW,1901-20588,"A,BU/P",AHY,F,NA,NA,21,NA,NA,NA,"yearColumn = 2004, banded; yearColumn = 2005, recaptured No recap date provided",NA
ROHRSALMD1,2005-07-01,NA,Recap,AMRO,962-47921,"Y/W,A",AHY,F,NA,NA,70.8,NA,NA,NA,"yearColumn = 2004, banded; yearColumn = 2005, RECAPTURED JULY 1 -",NA
ROHRSALMD1,2008-05-28,NA,Band,NOCA,2301-56597,"PK,PK/A",AHY,M,NA,NA,44,92,NA,25.68,"yearColumn = 2008, Banded May 28; yearColumn = 2009, resighted 7/30; yearColumn = 2010, resighted 6/4 -",NA
ROHRSALMD1,2008-05-28,NA,Band,CACH,2510-03802,"G/A,W",AHY,F,NA,NA,8.9,58,NA,6.08,"yearColumn = 2008, Banded May 28; yearColumn = 2009, resighted 7/30 -",NA
ROHRSALMD1,2009-07-30,NA,Band,CARW,2441-14225,"G/A,O",AHY,M,NA,NA,21.1,60,NA,22.28,"yearColumn = 2009, banded 7/30; yearColumn = 2010, recap 6/4 -",NA
ROHRSALMD1,2010-06-04,NA,Recap,CARW,2441-14225,"G/A,O",AHY,M,NA,NA,22.4,NA,NA,NA,"yearColumn = 2009, banded 7/30; yearColumn = 2010, recap 6/4 -",NA
ROHRSALMD1,2012-06-15,NA,Band,CACH,2570-44724,"BU,A/BK",AHY,M,NA,NA,9.5,60,NA,14.83,"yearColumn = 2012, captured 6/15/2012; yearColumn = 2015, Recaptured on 4/22/15 -",NA
ROHRSALMD1,2013-06-27,NA,Band,CACH,2710-25968,"BU/Y,A",HY,U,NA,NA,9.5,58,NA,16.38,"yearColumn = 2013, banded 6/27/2013; yearColumn = 2015, Resighted 5/7/2015 -",NA
